enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > CURD,PRODUCT > READY SOUPS,1,376,10,11811,0.0,0.0,3.1
PRODUCT > SUGAR,PRODUCT > READY SOUPS,1,221,10,11811,0.0,0.0,5.3
PRODUCT > CANNED BEER,PRODUCT > READY SOUPS,1,310,10,11811,0.0,0.0,3.8
PRODUCT > SHOPPING BAGS,PRODUCT > READY SOUPS,1,442,10,11811,0.0,0.0,2.7
PRODUCT > BROWN BREAD,PRODUCT > READY SOUPS,1,438,10,11811,0.0,0.0,2.7
PRODUCT > SUGAR,PRODUCT > CANNED FRUIT,1,221,20,11811,0.0,0.0,2.7
PRODUCT > PASTRY,PRODUCT > CANNED FRUIT,1,567,20,11811,0.0,0.0,1.0
PRODUCT > NEWSPAPERS,PRODUCT > CANNED FRUIT,1,378,20,11811,0.0,0.0,1.6
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > CANNED FRUIT,1,456,20,11811,0.0,0.0,1.3
PRODUCT > CURD,PRODUCT > CANNED FRUIT,1,376,20,11811,0.0,0.0,1.6
PRODUCT > WAFFLES,PRODUCT > CANNED FRUIT,1,224,20,11811,0.0,0.0,2.6
PRODUCT > CANNED BEER,PRODUCT > CANNED FRUIT,1,310,20,11811,0.0,0.0,1.9
PRODUCT > BROWN BREAD,PRODUCT > CANNED FRUIT,1,438,20,11811,0.0,0.0,1.3
PRODUCT > ROLLS/BUNS,PRODUCT > CANNED FRUIT,3,1139,20,11811,0.0,0.0,1.6
PRODUCT > BOTTLED WATER,PRODUCT > COCOA DRINKS,1,685,16,11811,0.0,0.0,1.1
PRODUCT > SHOPPING BAGS,PRODUCT > COCOA DRINKS,1,442,16,11811,0.0,0.0,1.7
PRODUCT > WAFFLES,PRODUCT > COCOA DRINKS,1,224,16,11811,0.0,0.0,3.3
PRODUCT > CANNED BEER,PRODUCT > COCOA DRINKS,1,310,16,11811,0.0,0.0,2.4
PRODUCT > CURD,PRODUCT > COCOA DRINKS,1,376,16,11811,0.0,0.0,2.0
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > COCOA DRINKS,1,456,16,11811,0.0,0.0,1.6
PRODUCT > PASTRY,PRODUCT > COCOA DRINKS,1,567,16,11811,0.0,0.0,1.3
PRODUCT > NAPKINS,PRODUCT > MEAT SPREADS,1,281,34,11811,0.0,0.0,1.2
PRODUCT > DOMESTIC EGGS,PRODUCT > MEAT SPREADS,2,444,34,11811,0.0,0.0,1.6
PRODUCT > SODA,PRODUCT > MEAT SPREADS,4,1026,34,11811,0.0,0.0,1.4
PRODUCT > COFFEE,PRODUCT > MEAT SPREADS,1,350,34,11811,0.0,0.0,1.0
PRODUCT > CURD,PRODUCT > FROZEN FRUITS,1,376,9,11811,0.0,0.0,3.5
PRODUCT > SODA,PRODUCT > FROZEN FRUITS,1,1026,9,11811,0.0,0.0,1.3
"PRODUCT > CREAM CHEESE ",PRODUCT > FROZEN FRUITS,1,281,9,11811,0.0,0.0,4.7
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > FROZEN FRUITS,2,492,9,11811,0.0,0.0,5.3
PRODUCT > OTHER VEGETABLES,PRODUCT > FROZEN FRUITS,2,1362,9,11811,0.0,0.0,1.9
PRODUCT > WHITE BREAD,PRODUCT > SPECIALTY FAT,1,283,21,11811,0.0,0.0,2.0
PRODUCT > SODA,PRODUCT > SPECIALTY FAT,2,1026,21,11811,0.0,0.0,1.1
PRODUCT > CHICKEN,PRODUCT > SPECIALTY FAT,1,277,21,11811,0.0,0.0,2.0
PRODUCT > CHOCOLATE,PRODUCT > BABY COSMETICS,1,270,4,11811,0.0,0.0,10.9
PRODUCT > CITRUS FRUIT,PRODUCT > BABY COSMETICS,1,586,4,11811,0.0,0.0,5.0
PRODUCT > WAFFLES,PRODUCT > FLOWER (SEEDS),1,224,45,11811,0.0,0.0,1.2
PRODUCT > DESSERT,PRODUCT > FLOWER (SEEDS),1,261,45,11811,0.0,0.0,1.0
PRODUCT > BOTTLED BEER,PRODUCT > FLOWER (SEEDS),2,421,45,11811,0.0,0.0,1.2
PRODUCT > FROZEN VEGETABLES,PRODUCT > FROZEN CHICKEN,1,332,3,11811,0.0,0.0,11.9
PRODUCT > CHOCOLATE,PRODUCT > FROZEN CHICKEN,1,270,3,11811,0.0,0.0,14.6
PRODUCT > SALTY SNACK,PRODUCT > FROZEN CHICKEN,1,208,3,11811,0.0,0.0,18.9
PRODUCT > WHITE BREAD,PRODUCT > INSTANT COFFEE,1,283,43,11811,0.0,0.0,1.0
PRODUCT > UHT-MILK,PRODUCT > INSTANT COFFEE,1,240,43,11811,0.0,0.0,1.1
PRODUCT > SALTY SNACK,PRODUCT > INSTANT COFFEE,1,208,43,11811,0.0,0.0,1.3
PRODUCT > BUTTER MILK,PRODUCT > INSTANT COFFEE,1,203,43,11811,0.0,0.0,1.4
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > INSTANT COFFEE,1,224,43,11811,0.0,0.0,1.2
PRODUCT > BERRIES,PRODUCT > INSTANT COFFEE,1,223,43,11811,0.0,0.0,1.2
PRODUCT > SUGAR,PRODUCT > KITCHEN TOWELS,1,221,35,11811,0.0,0.0,1.5
PRODUCT > BUTTER MILK,PRODUCT > KITCHEN TOWELS,1,203,35,11811,0.0,0.0,1.7
PRODUCT > COFFEE,PRODUCT > KITCHEN TOWELS,1,350,35,11811,0.0,0.0,1.0
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > KITCHEN TOWELS,2,456,35,11811,0.0,0.0,1.5
PRODUCT > PASTRY,PRODUCT > MALE COSMETICS,2,567,24,11811,0.0,0.0,1.7
PRODUCT > NEWSPAPERS,PRODUCT > MALE COSMETICS,1,378,24,11811,0.0,0.0,1.3
PRODUCT > SALTY SNACK,PRODUCT > MALE COSMETICS,1,208,24,11811,0.0,0.0,2.4
PRODUCT > NAPKINS,PRODUCT > MALE COSMETICS,1,281,24,11811,0.0,0.0,1.8
PRODUCT > BOTTLED BEER,PRODUCT > MALE COSMETICS,1,421,24,11811,0.0,0.0,1.2
PRODUCT > SHOPPING BAGS,PRODUCT > MALE COSMETICS,1,442,24,11811,0.0,0.0,1.1
PRODUCT > SAUSAGE,PRODUCT > MALE COSMETICS,2,650,24,11811,0.0,0.0,1.5
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > MALE COSMETICS,1,224,24,11811,0.0,0.0,2.2
PRODUCT > SUGAR,PRODUCT > PUDDING POWDER,1,221,17,11811,0.0,0.0,3.1
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > PUDDING POWDER,1,224,17,11811,0.0,0.0,3.1
PRODUCT > ROLLS/BUNS,PRODUCT > PUDDING POWDER,2,1139,17,11811,0.0,0.0,1.2
PRODUCT > DOMESTIC EGGS,PRODUCT > PUDDING POWDER,1,444,17,11811,0.0,0.0,1.6
PRODUCT > PASTRY,PRODUCT > SALAD DRESSING,1,567,6,11811,0.0,0.0,3.5
PRODUCT > OTHER VEGETABLES,PRODUCT > SALAD DRESSING,1,1362,6,11811,0.0,0.0,1.4
PRODUCT > ONIONS,PRODUCT > SALAD DRESSING,1,216,6,11811,0.0,0.0,9.1
PRODUCT > OTHER VEGETABLES,PRODUCT > SNACK PRODUCTS,3,1362,20,11811,0.0,0.0,1.3
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > SNACK PRODUCTS,1,224,20,11811,0.0,0.0,2.6
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > SNACK PRODUCTS,1,456,20,11811,0.0,0.0,1.3
PRODUCT > CITRUS FRUIT,PRODUCT > SNACK PRODUCTS,1,586,20,11811,0.0,0.0,1.0
PRODUCT > PASTRY,PRODUCT > SNACK PRODUCTS,1,567,20,11811,0.0,0.0,1.0
PRODUCT > ROLLS/BUNS,PRODUCT > SNACK PRODUCTS,2,1139,20,11811,0.0,0.0,1.0
PRODUCT > SHOPPING BAGS,PRODUCT > SNACK PRODUCTS,2,442,20,11811,0.0,0.0,2.7
PRODUCT > CHOCOLATE,PRODUCT > SNACK PRODUCTS,1,270,20,11811,0.0,0.0,2.2
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > SPARKLING WINE,2,456,22,11811,0.0,0.0,2.4
PRODUCT > SHOPPING BAGS,PRODUCT > SPARKLING WINE,1,442,22,11811,0.0,0.0,1.2
PRODUCT > NAPKINS,PRODUCT > SPARKLING WINE,1,281,22,11811,0.0,0.0,1.9
PRODUCT > SODA,PRODUCT > SPARKLING WINE,2,1026,22,11811,0.0,0.0,1.0
PRODUCT > WHITE BREAD,PRODUCT > SPARKLING WINE,1,283,22,11811,0.0,0.0,1.9
PRODUCT > BROWN BREAD,PRODUCT > SPARKLING WINE,1,438,22,11811,0.0,0.0,1.2
PRODUCT > ROOT VEGETABLES,PRODUCT > SPARKLING WINE,2,759,22,11811,0.0,0.0,1.4
PRODUCT > COFFEE,PRODUCT > SPARKLING WINE,1,350,22,11811,0.0,0.0,1.5
PRODUCT > ONIONS,PRODUCT > SPARKLING WINE,1,216,22,11811,0.0,0.0,2.5
PRODUCT > NEWSPAPERS,PRODUCT > TOILET CLEANER,1,378,2,11811,0.0,0.0,15.6
PRODUCT > BEEF,PRODUCT > TOILET CLEANER,1,363,2,11811,0.0,0.0,16.3
PRODUCT > BOTTLED BEER,PRODUCT > CLING FILM/BAGS,2,421,58,11811,0.0,0.0,1.0
PRODUCT > SODA,PRODUCT > KITCHEN UTENSIL,1,1026,1,11811,0.0,0.0,11.5
PRODUCT > SHOPPING BAGS,PRODUCT > MAKE UP REMOVER,1,442,5,11811,0.0,0.0,5.3
PRODUCT > CHOCOLATE,PRODUCT > MAKE UP REMOVER,1,270,5,11811,0.0,0.0,8.7
PRODUCT > PORK,PRODUCT > MAKE UP REMOVER,1,389,5,11811,0.0,0.0,6.1
PRODUCT > PIP FRUIT,PRODUCT > ORGANIC SAUSAGE,1,511,19,11811,0.0,0.0,1.2
PRODUCT > WHITE BREAD,PRODUCT > ORGANIC SAUSAGE,1,283,19,11811,0.0,0.0,2.2
PRODUCT > SAUSAGE,PRODUCT > ORGANIC SAUSAGE,2,650,19,11811,0.0,0.0,1.9
PRODUCT > CURD,PRODUCT > ORGANIC SAUSAGE,1,376,19,11811,0.0,0.0,1.7
PRODUCT > CITRUS FRUIT,PRODUCT > ORGANIC SAUSAGE,1,586,19,11811,0.0,0.0,1.1
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > POTATO PRODUCTS,1,492,19,11811,0.0,0.0,1.3
PRODUCT > SHOPPING BAGS,PRODUCT > POTATO PRODUCTS,1,442,19,11811,0.0,0.0,1.4
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > POTATO PRODUCTS,1,456,19,11811,0.0,0.0,1.4
PRODUCT > ONIONS,PRODUCT > POTATO PRODUCTS,1,216,19,11811,0.0,0.0,2.9
PRODUCT > BOTTLED BEER,PRODUCT > POTATO PRODUCTS,1,421,19,11811,0.0,0.0,1.5
PRODUCT > PORK,PRODUCT > POTATO PRODUCTS,1,389,19,11811,0.0,0.0,1.6
PRODUCT > COFFEE,PRODUCT > POTATO PRODUCTS,1,350,19,11811,0.0,0.0,1.8
"PRODUCT > CREAM CHEESE ",PRODUCT > POTATO PRODUCTS,1,281,19,11811,0.0,0.0,2.2
PRODUCT > WHOLE MILK,PRODUCT > RUBBING ALCOHOL,1,1734,5,11811,0.0,0.0,1.4
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > RUBBING ALCOHOL,1,224,5,11811,0.0,0.0,10.5
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > ABRASIVE CLEANER,1,456,16,11811,0.0,0.0,1.6
PRODUCT > PASTRY,PRODUCT > ABRASIVE CLEANER,1,567,16,11811,0.0,0.0,1.3
PRODUCT > BOTTLED BEER,PRODUCT > ABRASIVE CLEANER,1,421,16,11811,0.0,0.0,1.8
PRODUCT > ROLLS/BUNS,PRODUCT > ARTIF. SWEETENER,2,1139,21,11811,0.0,0.0,1.0
PRODUCT > PIP FRUIT,PRODUCT > ARTIF. SWEETENER,1,511,21,11811,0.0,0.0,1.1
PRODUCT > DOMESTIC EGGS,PRODUCT > ARTIF. SWEETENER,1,444,21,11811,0.0,0.0,1.3
"PRODUCT > CREAM CHEESE ",PRODUCT > ARTIF. SWEETENER,1,281,21,11811,0.0,0.0,2.0
PRODUCT > PASTRY,PRODUCT > ARTIF. SWEETENER,1,567,21,11811,0.0,0.0,1.0
PRODUCT > COFFEE,PRODUCT > ARTIF. SWEETENER,1,350,21,11811,0.0,0.0,1.6
PRODUCT > FRANKFURTER,PRODUCT > ARTIF. SWEETENER,1,414,21,11811,0.0,0.0,1.4
PRODUCT > WHITE BREAD,PRODUCT > ARTIF. SWEETENER,1,283,21,11811,0.0,0.0,2.0
PRODUCT > YOGURT,PRODUCT > ARTIF. SWEETENER,2,938,21,11811,0.0,0.0,1.2
PRODUCT > CANNED BEER,PRODUCT > BATHROOM CLEANER,1,310,9,11811,0.0,0.0,4.2
PRODUCT > CURD,PRODUCT > BATHROOM CLEANER,1,376,9,11811,0.0,0.0,3.5
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > BATHROOM CLEANER,1,492,9,11811,0.0,0.0,2.7
PRODUCT > TROPICAL FRUIT,PRODUCT > BATHROOM CLEANER,1,750,9,11811,0.0,0.0,1.7
PRODUCT > SODA,PRODUCT > BATHROOM CLEANER,1,1026,9,11811,0.0,0.0,1.3
PRODUCT > SODA,PRODUCT > ORGANIC PRODUCTS,1,1026,11,11811,0.0,0.0,1.0
PRODUCT > BROWN BREAD,PRODUCT > ORGANIC PRODUCTS,1,438,11,11811,0.0,0.0,2.5
PRODUCT > TROPICAL FRUIT,PRODUCT > ORGANIC PRODUCTS,1,750,11,11811,0.0,0.0,1.4
PRODUCT > BOTTLED WATER,PRODUCT > COOKING CHOCOLATE,1,685,12,11811,0.0,0.0,1.4
PRODUCT > DOMESTIC EGGS,PRODUCT > COOKING CHOCOLATE,1,444,12,11811,0.0,0.0,2.2
PRODUCT > BOTTLED BEER,PRODUCT > COOKING CHOCOLATE,1,421,12,11811,0.0,0.0,2.3
PRODUCT > CHOCOLATE,PRODUCT > COOKING CHOCOLATE,1,270,12,11811,0.0,0.0,3.6
PRODUCT > SALTY SNACK,PRODUCT > FINISHED PRODUCTS,1,208,41,11811,0.0,0.0,1.4
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > FINISHED PRODUCTS,1,224,41,11811,0.0,0.0,1.3
PRODUCT > CHOCOLATE,PRODUCT > FINISHED PRODUCTS,1,270,41,11811,0.0,0.0,1.1
PRODUCT > HAMBURGER MEAT,PRODUCT > FINISHED PRODUCTS,1,230,41,11811,0.0,0.0,1.3
PRODUCT > LONG LIFE BAKERY PRODUCT,PRODUCT > LIQUOR (APPETIZER),1,224,48,11811,0.0,0.0,1.1
PRODUCT > UHT-MILK,PRODUCT > LIQUOR (APPETIZER),1,240,48,11811,0.0,0.0,1.0
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > LIQUOR (APPETIZER),2,456,48,11811,0.0,0.0,1.1
PRODUCT > SUGAR,PRODUCT > LIQUOR (APPETIZER),1,221,48,11811,0.0,0.0,1.1
PRODUCT > ONIONS,PRODUCT > LIQUOR (APPETIZER),1,216,48,11811,0.0,0.0,1.1
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > SPECIALTY VEGETABLES,1,492,11,11811,0.0,0.0,2.2
PRODUCT > YOGURT,PRODUCT > SPECIALTY VEGETABLES,1,938,11,11811,0.0,0.0,1.1
PRODUCT > BOTTLED WATER,PRODUCT > SPECIALTY VEGETABLES,1,685,11,11811,0.0,0.0,1.6
PRODUCT > PORK,PRODUCT > SPECIALTY VEGETABLES,1,389,11,11811,0.0,0.0,2.8
PRODUCT > DOMESTIC EGGS,PRODUCT > CHOCOLATE MARSHMALLOW,2,444,55,11811,0.0,0.0,1.0
PRODUCT > SUGAR,PRODUCT > CHOCOLATE MARSHMALLOW,1,221,55,11811,0.0,0.0,1.0
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > PRESERVATION PRODUCTS,1,492,2,11811,0.0,0.0,12.0
PRODUCT > PIP FRUIT,PRODUCT > FLOWER SOIL/FERTILIZER,1,511,7,11811,0.0,0.0,3.3
PRODUCT > SODA,PRODUCT > FLOWER SOIL/FERTILIZER,1,1026,7,11811,0.0,0.0,1.6
PRODUCT > DOMESTIC EGGS,PRODUCT > FLOWER SOIL/FERTILIZER,1,444,7,11811,0.0,0.0,3.8
PRODUCT > ONIONS,PRODUCT > FROZEN POTATO PRODUCTS,1,216,55,11811,0.0,0.0,1.0
PRODUCT > SODA,PRODUCT > HOUSE KEEPING PRODUCTS,5,1026,39,11811,0.0,0.0,1.5
PRODUCT > SUGAR,PRODUCT > HOUSE KEEPING PRODUCTS,1,221,39,11811,0.0,0.0,1.4
PRODUCT > SALTY SNACK,PRODUCT > HOUSE KEEPING PRODUCTS,1,208,39,11811,0.0,0.0,1.5
PRODUCT > CANNED BEER,PRODUCT > HOUSE KEEPING PRODUCTS,1,310,39,11811,0.0,0.0,1.0
PRODUCT > CITRUS FRUIT,PRODUCT > HOUSE KEEPING PRODUCTS,2,586,39,11811,0.0,0.0,1.0
PRODUCT > CHOCOLATE,PRODUCT > FEMALE SANITARY PRODUCTS,1,270,34,11811,0.0,0.0,1.3
PRODUCT > WAFFLES,PRODUCT > FEMALE SANITARY PRODUCTS,1,224,34,11811,0.0,0.0,1.6
PRODUCT > DOMESTIC EGGS,PRODUCT > FEMALE SANITARY PRODUCTS,2,444,34,11811,0.0,0.0,1.6
PRODUCT > SHOPPING BAGS,PRODUCT > FEMALE SANITARY PRODUCTS,2,442,34,11811,0.0,0.0,1.6
PRODUCT > BOTTLED WATER,PRODUCT > FEMALE SANITARY PRODUCTS,2,685,34,11811,0.0,0.0,1.0
PRODUCT > SLICED CHEESE,PRODUCT > HAM,3,166,186,11811,2.0,2.0,1.1
PRODUCT > SAUSAGE,PRODUCT > HAM,15,650,186,11811,2.0,2.0,1.5
PRODUCT > DESSERT,PRODUCT > HAM,4,261,186,11811,2.0,2.0,1.0
PRODUCT > HARD CHEESE,PRODUCT > HAM,4,167,186,11811,2.0,2.0,1.5
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > HAM,1,55,186,11811,2.0,2.0,1.2
PRODUCT > FRANKFURTER,PRODUCT > HAM,8,414,186,11811,2.0,2.0,1.2
PRODUCT > TROPICAL FRUIT,PRODUCT > HAM,16,750,186,11811,2.0,2.0,1.4
PRODUCT > TURKEY,PRODUCT > HAM,1,57,186,11811,2.0,2.0,1.1
PRODUCT > DOG FOOD,PRODUCT > HAM,1,55,186,11811,2.0,2.0,1.2
PRODUCT > OTHER VEGETABLES,PRODUCT > HAM,22,1362,186,11811,2.0,2.0,1.0
PRODUCT > ZWIEBACK,PRODUCT > JAM,1,45,40,11811,2.0,0.0,6.6
PRODUCT > SWEET SPREADS,PRODUCT > JAM,1,55,40,11811,2.0,0.0,5.4
PRODUCT > CANDLES,PRODUCT > JAM,1,48,40,11811,2.0,0.0,6.2
PRODUCT > LIQUOR (APPETIZER),PRODUCT > JAM,1,51,40,11811,2.0,0.0,5.8
PRODUCT > LIQUOR,PRODUCT > JAM,1,63,40,11811,2.0,0.0,4.7
PRODUCT > CANNED FISH,PRODUCT > OIL,2,96,185,11811,2.0,2.0,1.3
PRODUCT > CANDLES,PRODUCT > OIL,1,48,185,11811,2.0,2.0,1.3
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > OIL,1,55,185,11811,2.0,2.0,1.2
PRODUCT > DETERGENT,PRODUCT > OIL,2,106,185,11811,2.0,2.0,1.2
PRODUCT > TURKEY,PRODUCT > OIL,1,57,185,11811,2.0,2.0,1.1
PRODUCT > COFFEE,PRODUCT > OIL,8,350,185,11811,2.0,2.0,1.5
PRODUCT > ICE CREAM,PRODUCT > OIL,3,148,185,11811,2.0,2.0,1.3
PRODUCT > NEWSPAPERS,PRODUCT > OIL,6,378,185,11811,2.0,2.0,1.0
PRODUCT > RICE,PRODUCT > OIL,1,50,185,11811,2.0,2.0,1.3
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > OIL,2,122,185,11811,2.0,2.0,1.0
PRODUCT > CLING FILM/BAGS,PRODUCT > RUM,1,65,21,11811,2.0,0.0,8.7
PRODUCT > LIQUOR (APPETIZER),PRODUCT > RUM,1,51,21,11811,2.0,0.0,11.0
PRODUCT > FINISHED PRODUCTS,PRODUCT > FISH,1,41,22,11811,2.0,0.0,13.1
PRODUCT > PET CARE,PRODUCT > FISH,1,61,22,11811,2.0,0.0,8.8
PRODUCT > HAMBURGER MEAT,PRODUCT > MEAT,5,230,181,11811,2.0,2.0,1.4
PRODUCT > FRANKFURTER,PRODUCT > MEAT,7,414,181,11811,2.0,2.0,1.1
PRODUCT > ROOT VEGETABLES,PRODUCT > MEAT,14,759,181,11811,2.0,2.0,1.2
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > MEAT,1,55,181,11811,2.0,2.0,1.2
PRODUCT > FINISHED PRODUCTS,PRODUCT > MEAT,1,41,181,11811,2.0,2.0,1.6
PRODUCT > INSTANT FOOD PRODUCTS,PRODUCT > MEAT,1,52,181,11811,2.0,2.0,1.3
PRODUCT > CHEWING GUM,PRODUCT > MEAT,2,116,181,11811,2.0,2.0,1.1
PRODUCT > SAUSAGE,PRODUCT > MEAT,10,650,181,11811,2.0,2.0,1.0
PRODUCT > SPECIALTY CHEESE,PRODUCT > RICE,1,62,57,11811,2.0,0.0,3.3
PRODUCT > POPCORN,PRODUCT > RICE,1,48,57,11811,2.0,0.0,4.3
PRODUCT > ZWIEBACK,PRODUCT > RICE,1,45,57,11811,2.0,0.0,4.6
PRODUCT > VINEGAR,PRODUCT > RICE,1,42,57,11811,2.0,0.0,4.9
PRODUCT > DOG FOOD,PRODUCT > RICE,1,55,57,11811,2.0,0.0,3.8
PRODUCT > OIL,PRODUCT > RICE,3,194,57,11811,2.0,0.0,3.2
PRODUCT > DOG FOOD,PRODUCT > SALT,1,55,80,11811,2.0,1.0,2.7
PRODUCT > DETERGENT,PRODUCT > SALT,2,106,80,11811,2.0,1.0,2.8
PRODUCT > VINEGAR,PRODUCT > SALT,1,42,80,11811,2.0,1.0,3.5
PRODUCT > SWEET SPREADS,PRODUCT > SALT,1,55,80,11811,2.0,1.0,2.7
PRODUCT > CANNED FISH,PRODUCT > SALT,2,96,80,11811,2.0,1.0,3.1
PRODUCT > SOUPS,PRODUCT > SOAP,1,46,14,11811,2.0,0.0,18.3
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > CANDY,3,171,167,11811,2.0,1.0,1.2
PRODUCT > SHOPPING BAGS,PRODUCT > CANDY,8,442,167,11811,2.0,1.0,1.3
PRODUCT > POPCORN,PRODUCT > CANDY,1,48,167,11811,2.0,1.0,1.5
PRODUCT > CAKE BAR,PRODUCT > CANDY,2,87,167,11811,2.0,1.0,1.6
PRODUCT > MISC. BEVERAGES,PRODUCT > CANDY,3,165,167,11811,2.0,1.0,1.3
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > CANDY,7,456,167,11811,2.0,1.0,1.1
PRODUCT > SODA,PRODUCT > CANDY,16,1026,167,11811,2.0,1.0,1.1
PRODUCT > WHITE WINE,PRODUCT > CANDY,2,106,167,11811,2.0,1.0,1.3
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > CANDY,2,122,167,11811,2.0,1.0,1.2
PRODUCT > LIQUOR,PRODUCT > CANDY,1,63,167,11811,2.0,1.0,1.1
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > CREAM,1,55,10,11811,2.0,0.0,21.5
PRODUCT > SWEET SPREADS,PRODUCT > FLOUR,1,55,123,11811,2.0,1.0,1.7
PRODUCT > VINEGAR,PRODUCT > FLOUR,1,42,123,11811,2.0,1.0,2.3
PRODUCT > CAKE BAR,PRODUCT > FLOUR,2,87,123,11811,2.0,1.0,2.2
PRODUCT > SPECIALTY CHEESE,PRODUCT > FLOUR,1,62,123,11811,2.0,1.0,1.5
PRODUCT > PASTA,PRODUCT > FLOUR,2,98,123,11811,2.0,1.0,2.0
PRODUCT > MARGARINE,PRODUCT > FLOUR,8,386,123,11811,2.0,1.0,2.0
PRODUCT > HERBS,PRODUCT > FLOUR,2,108,123,11811,2.0,1.0,1.8
PRODUCT > PICKLED VEGETABLES,PRODUCT > FLOUR,2,122,123,11811,2.0,1.0,1.6
PRODUCT > BAKING POWDER,PRODUCT > FLOUR,2,117,123,11811,2.0,1.0,1.6
PRODUCT > PET CARE,PRODUCT > FLOUR,1,61,123,11811,2.0,1.0,1.6
PRODUCT > TURKEY,PRODUCT > HERBS,1,57,117,11811,2.0,1.0,1.8
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > HERBS,2,93,117,11811,2.0,1.0,2.2
PRODUCT > ONIONS,PRODUCT > HERBS,4,216,117,11811,2.0,1.0,1.9
PRODUCT > ROOT VEGETABLES,PRODUCT > HERBS,14,759,117,11811,2.0,1.0,1.9
PRODUCT > POPCORN,PRODUCT > PASTA,1,48,95,11811,2.0,1.0,2.6
PRODUCT > FINISHED PRODUCTS,PRODUCT > PASTA,1,41,95,11811,2.0,1.0,3.0
PRODUCT > CHOCOLATE MARSHMALLOW,PRODUCT > PASTA,1,47,95,11811,2.0,1.0,2.6
PRODUCT > WAFFLES,PRODUCT > PASTA,4,224,95,11811,2.0,1.0,2.2
PRODUCT > LIQUOR,PRODUCT > PASTA,1,63,95,11811,2.0,1.0,2.0
PRODUCT > FROZEN POTATO PRODUCTS,PRODUCT > PASTA,1,55,95,11811,2.0,1.0,2.3
PRODUCT > SOUPS,PRODUCT > PASTA,1,46,95,11811,2.0,1.0,2.7
PRODUCT > INSTANT COFFEE,PRODUCT > PASTA,1,48,95,11811,2.0,1.0,2.6
PRODUCT > OIL,PRODUCT > PASTA,4,194,95,11811,2.0,1.0,2.6
PRODUCT > CANDLES,PRODUCT > PASTA,1,48,95,11811,2.0,1.0,2.6
PRODUCT > SWEET SPREADS,PRODUCT > PASTA,1,55,95,11811,2.0,1.0,2.3
PRODUCT > CANNED FISH,PRODUCT > PASTA,2,96,95,11811,2.0,1.0,2.6
PRODUCT > SWEET SPREADS,PRODUCT > SOUPS,1,55,42,11811,2.0,0.0,5.1
PRODUCT > VINEGAR,PRODUCT > SOUPS,1,42,42,11811,2.0,0.0,6.7
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > SUGAR,3,122,229,11811,2.0,2.0,1.3
PRODUCT > VINEGAR,PRODUCT > SUGAR,1,42,229,11811,2.0,2.0,1.2
PRODUCT > COFFEE,PRODUCT > SUGAR,7,350,229,11811,2.0,2.0,1.0
PRODUCT > INSTANT COFFEE,PRODUCT > SUGAR,1,48,229,11811,2.0,2.0,1.1
PRODUCT > DETERGENT,PRODUCT > SUGAR,2,106,229,11811,2.0,2.0,1.0
PRODUCT > PASTRY,PRODUCT > SUGAR,12,567,229,11811,2.0,2.0,1.1
PRODUCT > RICE,PRODUCT > SUGAR,1,50,229,11811,2.0,2.0,1.0
PRODUCT > CAT FOOD,PRODUCT > SUGAR,3,156,229,11811,2.0,2.0,1.0
PRODUCT > CANDLES,PRODUCT > SUGAR,1,48,229,11811,2.0,2.0,1.1
PRODUCT > BEVERAGES,PRODUCT > SUGAR,3,159,229,11811,2.0,2.0,1.0
PRODUCT > FLOWER (SEEDS),PRODUCT > SUGAR,1,43,229,11811,2.0,2.0,1.2
